,is_planted,planted_fc
Prot_1072,False,0.0
Prot_1073,False,0.0
Prot_1074,False,0.0
Prot_1075,False,0.0
Prot_1076,False,0.0
Prot_1077,False,0.0
Prot_1078,False,0.0
Prot_1079,False,0.0
Prot_1080,False,0.0
Prot_1081,False,0.0
Prot_1082,False,0.0
Prot_1083,False,0.0
Prot_1084,False,0.0
Prot_1085,False,0.0
Prot_1086,False,0.0
Prot_1087,False,0.0
Prot_1088,False,0.0
Prot_1089,False,0.0
Prot_1090,False,0.0
Prot_1091,False,0.0
Prot_1092,False,0.0
Prot_1093,False,0.0
Prot_1094,False,0.0
Prot_1095,False,0.0
Prot_1096,False,0.0
Prot_1097,False,0.0
Prot_1098,False,0.0
Prot_1099,False,0.0
Prot_1100,False,0.0
Prot_1101,False,0.0
Prot_1102,False,0.0
Prot_1103,False,0.0
Prot_1104,False,0.0
Prot_1105,False,0.0
Prot_1106,False,0.0
Prot_1107,False,0.0
Prot_1108,False,0.0
Prot_1109,False,0.0
Prot_1110,False,0.0
Prot_1111,False,0.0
Prot_1112,False,0.0
Prot_1113,False,0.0
Prot_1114,False,0.0
Prot_1115,False,0.0
Prot_1116,False,0.0
Prot_1117,False,0.0
Prot_1118,False,0.0
Prot_1119,False,0.0
Prot_1120,False,0.0
Prot_1121,False,0.0
Prot_1122,False,0.0
Prot_1123,False,0.0
Prot_1124,False,0.0
Prot_1125,False,0.0
Prot_1126,False,0.0
Prot_1127,False,0.0
Prot_1128,False,0.0
Prot_1129,False,0.0
Prot_1130,False,0.0
Prot_1131,False,0.0
Prot_1132,False,0.0
Prot_1133,False,0.0
Prot_1134,False,0.0
Prot_1135,False,0.0
Prot_1136,False,0.0
Prot_1137,False,0.0
Prot_1138,False,0.0
Prot_1139,False,0.0
Prot_1140,False,0.0
Prot_1141,False,0.0
Prot_1142,False,0.0
Prot_1143,False,0.0
Prot_1144,False,0.0
Prot_1145,False,0.0
Prot_1146,False,0.0
Prot_1147,False,0.0
Prot_1148,False,0.0
Prot_1149,False,0.0
Prot_1150,False,0.0
Prot_1151,False,0.0
Prot_1152,False,0.0
Prot_1153,False,0.0
Prot_1154,False,0.0
Prot_1155,False,0.0
Prot_1156,False,0.0
Prot_1157,False,0.0
Prot_1158,False,0.0
Prot_1159,False,0.0
Prot_1160,False,0.0
Prot_1161,False,0.0
Prot_1162,False,0.0
Prot_1163,False,0.0
Prot_1164,False,0.0
Prot_1165,False,0.0
Prot_1166,False,0.0
Prot_1167,False,0.0
Prot_1168,False,0.0
Prot_1169,False,0.0
Prot_1170,False,0.0
Prot_1171,False,0.0
Prot_1172,False,0.0
Prot_1173,False,0.0
Prot_1174,False,0.0
Prot_1175,False,0.0
Prot_1176,False,0.0
Prot_1177,False,0.0
Prot_1178,False,0.0
Prot_1179,False,0.0
Prot_1180,False,0.0
Prot_1181,False,0.0
Prot_1182,False,0.0
Prot_1183,False,0.0
Prot_1184,False,0.0
Prot_1185,False,0.0
Prot_1186,False,0.0
Prot_1187,False,0.0
Prot_1188,False,0.0
Prot_1189,False,0.0
Prot_1190,False,0.0
Prot_1191,False,0.0
Prot_1192,False,0.0
Prot_1193,False,0.0
Prot_1194,False,0.0
Prot_1195,False,0.0
Prot_1196,False,0.0
Prot_1197,False,0.0
Prot_1198,False,0.0
Prot_1199,False,0.0
Prot_1200,False,0.0
Prot_1201,False,0.0
Prot_1202,False,0.0
Prot_1203,False,0.0
Prot_1204,False,0.0
Prot_1205,False,0.0
Prot_1206,False,0.0
Prot_1207,False,0.0
Prot_1208,False,0.0
Prot_1209,False,0.0
Prot_1210,False,0.0
Prot_1211,False,0.0
Prot_1212,False,0.0
Prot_1213,False,0.0
Prot_1214,False,0.0
Prot_1215,False,0.0
Prot_1216,False,0.0
Prot_1217,False,0.0
Prot_1218,False,0.0
Prot_1219,False,0.0
Prot_1220,False,0.0
Prot_1221,False,0.0
Prot_1222,False,0.0
Prot_1223,False,0.0
Prot_1224,False,0.0
Prot_1225,False,0.0
Prot_1226,False,0.0
Prot_1227,False,0.0
Prot_1228,False,0.0
Prot_1229,False,0.0
Prot_1230,False,0.0
Prot_1231,False,0.0
Prot_1232,False,0.0
Prot_1233,False,0.0
Prot_1234,False,0.0
Prot_1235,False,0.0
Prot_1236,False,0.0
Prot_1237,False,0.0
Prot_1238,False,0.0
Prot_1239,False,0.0
Prot_1240,False,0.0
Prot_1241,False,0.0
Prot_1242,False,0.0
Prot_1243,False,0.0
Prot_1244,False,0.0
Prot_1245,False,0.0
Prot_1246,False,0.0
Prot_1247,False,0.0
Prot_1248,False,0.0
Prot_1249,False,0.0
Prot_1250,False,0.0
Prot_1251,False,0.0
Prot_1252,False,0.0
Prot_1253,False,0.0
Prot_1254,False,0.0
Prot_1255,False,0.0
Prot_1256,False,0.0
Prot_1257,False,0.0
Prot_1258,False,0.0
Prot_1259,False,0.0
Prot_1260,False,0.0
Prot_1261,False,0.0
Prot_1262,False,0.0
Prot_1263,False,0.0
Prot_1264,False,0.0
Prot_1265,False,0.0
Prot_1266,False,0.0
Prot_1267,False,0.0
Prot_1268,False,0.0
Prot_1269,False,0.0
Prot_1270,False,0.0
Prot_1271,False,0.0
Prot_1272,False,0.0
Prot_1273,False,0.0
Prot_1274,False,0.0
Prot_1275,False,0.0
Prot_1276,False,0.0
Prot_1277,False,0.0
Prot_1278,False,0.0
Prot_1279,False,0.0
Prot_1280,False,0.0
Prot_1281,False,0.0
Prot_1282,False,0.0
Prot_1283,False,0.0
Prot_1284,False,0.0
Prot_1285,False,0.0
Prot_1286,False,0.0
Prot_1287,False,0.0
Prot_1288,False,0.0
Prot_1289,False,0.0
Prot_1290,False,0.0
Prot_1291,False,0.0
Prot_1292,False,0.0
Prot_1293,False,0.0
Prot_1294,False,0.0
Prot_1295,False,0.0
Prot_1296,False,0.0
Prot_1297,False,0.0
Prot_1298,False,0.0
Prot_1299,False,0.0
Prot_1300,False,0.0
Prot_1301,False,0.0
Prot_1302,False,0.0
Prot_1303,False,0.0
Prot_1304,False,0.0
Prot_1305,False,0.0
Prot_1306,False,0.0
Prot_1307,False,0.0
Prot_1308,False,0.0
Prot_1309,False,0.0
Prot_1310,False,0.0
Prot_1311,False,0.0
Prot_1312,False,0.0
Prot_1313,False,0.0
Prot_1314,False,0.0
Prot_1315,False,0.0
Prot_1316,False,0.0
Prot_1317,False,0.0
Prot_1318,False,0.0
Prot_1319,False,0.0
Prot_1320,False,0.0
Prot_1321,False,0.0
Prot_1322,False,0.0
Prot_1323,False,0.0
Prot_1324,False,0.0
Prot_1325,False,0.0
Prot_1326,False,0.0
Prot_1327,False,0.0
Prot_1328,False,0.0
Prot_1329,False,0.0
Prot_1330,False,0.0
Prot_1331,False,0.0
Prot_1332,False,0.0
Prot_1333,False,0.0
Prot_1334,False,0.0
Prot_1335,False,0.0
Prot_1336,False,0.0
Prot_1337,False,0.0
Prot_1338,False,0.0
Prot_1339,False,0.0
Prot_1340,False,0.0
Prot_1341,False,0.0
Prot_1342,False,0.0
Prot_1343,False,0.0
Prot_1344,False,0.0
Prot_1345,False,0.0
Prot_1346,False,0.0
Prot_1347,False,0.0
Prot_1348,False,0.0
Prot_1349,False,0.0
Prot_1350,False,0.0
Prot_1351,False,0.0
Prot_1352,False,0.0
Prot_1353,False,0.0
Prot_1354,False,0.0
Prot_1355,False,0.0
Prot_1356,False,0.0
Prot_1357,False,0.0
Prot_1358,False,0.0
Prot_1359,False,0.0
Prot_1360,False,0.0
Prot_1361,False,0.0
Prot_1362,False,0.0
Prot_1363,False,0.0
Prot_1364,False,0.0
Prot_1365,False,0.0
Prot_1366,False,0.0
Prot_1367,False,0.0
Prot_1368,False,0.0
Prot_1369,False,0.0
Prot_1370,False,0.0
Prot_1371,False,0.0
Prot_1372,False,0.0
Prot_1373,False,0.0
Prot_1374,False,0.0
Prot_1375,False,0.0
Prot_1376,False,0.0
Prot_1377,False,0.0
Prot_1378,False,0.0
Prot_1379,False,0.0
Prot_1380,False,0.0
Prot_1381,False,0.0
Prot_1382,False,0.0
Prot_1383,False,0.0
Prot_1384,False,0.0
Prot_1385,False,0.0
Prot_1386,False,0.0
Prot_1387,False,0.0
Prot_1388,False,0.0
Prot_1389,False,0.0
Prot_1390,False,0.0
Prot_1391,False,0.0
Prot_1392,False,0.0
Prot_1393,False,0.0
Prot_1394,False,0.0
Prot_1395,False,0.0
Prot_1396,False,0.0
Prot_1397,False,0.0
Prot_1398,False,0.0
Prot_1399,False,0.0
Prot_1400,False,0.0
Prot_1401,False,0.0
Prot_1402,False,0.0
Prot_1403,False,0.0
Prot_1404,False,0.0
Prot_1405,False,0.0
Prot_1406,False,0.0
Prot_1407,False,0.0
Prot_1408,False,0.0
Prot_1409,False,0.0
Prot_1410,False,0.0
Prot_1411,False,0.0
Prot_1412,False,0.0
Prot_1413,False,0.0
Prot_1414,False,0.0
Prot_1415,False,0.0
Prot_1416,False,0.0
Prot_1417,False,0.0
Prot_1418,False,0.0
Prot_1419,False,0.0
Prot_1420,False,0.0
Prot_1421,False,0.0
Prot_1422,False,0.0
Prot_1423,False,0.0
Prot_1424,False,0.0
Prot_1425,False,0.0
Prot_1426,False,0.0
Prot_1427,False,0.0
Prot_1428,False,0.0
Prot_1429,False,0.0
Prot_1430,False,0.0
Prot_1431,False,0.0
Prot_1432,False,0.0
Prot_1433,False,0.0
Prot_1434,False,0.0
Prot_1435,False,0.0
Prot_1436,False,0.0
Prot_1437,False,0.0
Prot_1438,False,0.0
Prot_1439,False,0.0
Prot_1440,False,0.0
Prot_1441,False,0.0
Prot_1442,False,0.0
Prot_1443,False,0.0
Prot_1444,False,0.0
Prot_1445,False,0.0
Prot_1446,False,0.0
Prot_1447,False,0.0
Prot_1448,False,0.0
Prot_1449,False,0.0
Prot_1450,False,0.0
Prot_1451,False,0.0
Prot_1452,False,0.0
Prot_1453,False,0.0
Prot_1454,False,0.0
Prot_1455,False,0.0
Prot_1456,False,0.0
Prot_1457,False,0.0
Prot_1458,False,0.0
Prot_1459,False,0.0
Prot_1460,False,0.0
Prot_1461,False,0.0
Prot_1462,False,0.0
Prot_1463,False,0.0
Prot_1464,False,0.0
Prot_1465,False,0.0
Prot_1466,False,0.0
Prot_1467,False,0.0
Prot_1468,False,0.0
Prot_1469,False,0.0
Prot_1470,False,0.0
Prot_1471,False,0.0
Prot_1472,False,0.0
Prot_1473,False,0.0
Prot_1474,False,0.0
Prot_1475,False,0.0
Prot_1476,False,0.0
Prot_1477,False,0.0
Prot_1478,False,0.0
Prot_1479,False,0.0
Prot_1480,False,0.0
Prot_1481,False,0.0
Prot_1482,False,0.0
Prot_1483,False,0.0
Prot_1484,False,0.0
Prot_1485,False,0.0
Prot_1486,False,0.0
Prot_1487,False,0.0
Prot_1488,False,0.0
Prot_1489,False,0.0
Prot_1490,False,0.0
Prot_1491,False,0.0
Prot_1492,False,0.0
Prot_1493,False,0.0
Prot_1494,False,0.0
Prot_1495,False,0.0
Prot_1496,False,0.0
Prot_1497,False,0.0
Prot_1498,False,0.0
Prot_1499,False,0.0
Prot_1500,False,0.0
Prot_1501,False,0.0
Prot_1502,False,0.0
Prot_1503,False,0.0
Prot_1504,False,0.0
Prot_1505,False,0.0
Prot_1506,False,0.0
Prot_1507,False,0.0
Prot_1508,False,0.0
Prot_1509,False,0.0
Prot_1510,False,0.0
Prot_1511,False,0.0
Prot_1512,False,0.0
Prot_1513,False,0.0
Prot_1514,False,0.0
Prot_1515,False,0.0
Prot_1516,False,0.0
Prot_1517,False,0.0
Prot_1518,False,0.0
Prot_1519,False,0.0
Prot_1520,False,0.0
Prot_1521,False,0.0
Prot_1522,False,0.0
Prot_1523,False,0.0
Prot_1524,False,0.0
Prot_1525,False,0.0
Prot_1526,False,0.0
Prot_1527,False,0.0
Prot_1528,False,0.0
Prot_1529,False,0.0
Prot_1530,False,0.0
Prot_1531,False,0.0
Prot_1532,False,0.0
Prot_1533,False,0.0
Prot_1534,False,0.0
Prot_1535,False,0.0
Prot_1536,False,0.0
Prot_1537,False,0.0
Prot_1538,False,0.0
Prot_1539,False,0.0
Prot_1540,False,0.0
Prot_1541,False,0.0
Prot_1542,False,0.0
Prot_1543,False,0.0
Prot_1544,False,0.0
Prot_1545,False,0.0
Prot_1546,False,0.0
Prot_1547,False,0.0
Prot_1548,False,0.0
Prot_1549,False,0.0
Prot_1550,False,0.0
Prot_1551,False,0.0
Prot_1552,False,0.0
Prot_1553,False,0.0
Prot_1554,False,0.0
Prot_1555,False,0.0
Prot_1556,False,0.0
Prot_1557,False,0.0
Prot_1558,False,0.0
Prot_1559,False,0.0
Prot_1560,False,0.0
Prot_1561,False,0.0
Prot_1562,False,0.0
Prot_1563,False,0.0
Prot_1564,False,0.0
Prot_1565,False,0.0
Prot_1566,False,0.0
Prot_1567,False,0.0
Prot_1568,False,0.0
Prot_1569,False,0.0
Prot_1570,False,0.0
Prot_1571,False,0.0
Prot_1572,False,0.0
Prot_1573,False,0.0
Prot_1574,False,0.0
Prot_1575,False,0.0
Prot_1576,False,0.0
Prot_1577,False,0.0
Prot_1578,False,0.0
Prot_1579,False,0.0
Prot_1580,False,0.0
Prot_1581,False,0.0
Prot_1582,False,0.0
Prot_1583,False,0.0
Prot_1584,False,0.0
Prot_1585,False,0.0
Prot_1586,False,0.0
Prot_1587,False,0.0
Prot_1588,False,0.0
Prot_1589,False,0.0
Prot_1590,False,0.0
Prot_1591,False,0.0
Prot_1592,False,0.0
Prot_1593,False,0.0
Prot_1594,False,0.0
Prot_1595,False,0.0
Prot_1596,False,0.0
Prot_1597,False,0.0
Prot_1598,False,0.0
Prot_1599,False,0.0
Prot_1600,False,0.0
Prot_1601,False,0.0
Prot_1602,False,0.0
Prot_1603,False,0.0
Prot_1604,False,0.0
Prot_1605,False,0.0
Prot_1606,False,0.0
Prot_1607,False,0.0
Prot_1608,False,0.0
Prot_1609,False,0.0
Prot_1610,False,0.0
Prot_1611,False,0.0
Prot_1612,False,0.0
Prot_1613,False,0.0
Prot_1614,False,0.0
Prot_1615,False,0.0
Prot_1616,False,0.0
Prot_1617,False,0.0
Prot_1618,False,0.0
Prot_1619,False,0.0
Prot_1620,False,0.0
Prot_1621,False,0.0
Prot_1622,False,0.0
Prot_1623,False,0.0
Prot_1624,False,0.0
Prot_1625,False,0.0
Prot_1626,False,0.0
Prot_1627,False,0.0
Prot_1628,False,0.0
Prot_1629,False,0.0
Prot_1630,False,0.0
Prot_1631,False,0.0
Prot_1632,False,0.0
Prot_1633,False,0.0
Prot_1634,False,0.0
Prot_1635,False,0.0
Prot_1636,False,0.0
Prot_1637,False,0.0
Prot_1638,False,0.0
Prot_1639,False,0.0
Prot_1640,False,0.0
Prot_1641,False,0.0
Prot_1642,False,0.0
Prot_1643,False,0.0
Prot_1644,False,0.0
Prot_1645,False,0.0
Prot_1646,False,0.0
Prot_1647,False,0.0
Prot_1648,False,0.0
Prot_1649,False,0.0
Prot_1650,False,0.0
Prot_1651,False,0.0
Prot_1652,False,0.0
Prot_1653,False,0.0
Prot_1654,False,0.0
Prot_1655,False,0.0
Prot_1656,False,0.0
Prot_1657,False,0.0
Prot_1658,False,0.0
Prot_1659,False,0.0
Prot_1660,False,0.0
Prot_1661,False,0.0
Prot_1662,False,0.0
Prot_1663,False,0.0
Prot_1664,False,0.0
Prot_1665,False,0.0
Prot_1666,False,0.0
Prot_1667,False,0.0
Prot_1668,False,0.0
Prot_1669,False,0.0
Prot_1670,False,0.0
Prot_1671,False,0.0
Prot_1672,False,0.0
Prot_1673,False,0.0
Prot_1674,False,0.0
Prot_1675,False,0.0
Prot_1676,False,0.0
Prot_1677,False,0.0
Prot_1678,False,0.0
Prot_1679,False,0.0
Prot_1680,False,0.0
Prot_1681,False,0.0
Prot_1682,False,0.0
Prot_1683,False,0.0
Prot_1684,False,0.0
Prot_1685,False,0.0
Prot_1686,False,0.0
Prot_1687,False,0.0
Prot_1688,False,0.0
Prot_1689,False,0.0
Prot_1690,False,0.0
Prot_1691,False,0.0
Prot_1692,False,0.0
Prot_1693,False,0.0
Prot_1694,False,0.0
Prot_1695,False,0.0
Prot_1696,False,0.0
Prot_1697,False,0.0
Prot_1698,False,0.0
Prot_1699,False,0.0
Prot_1700,False,0.0
Prot_1701,False,0.0
Prot_1702,False,0.0
Prot_1703,False,0.0
Prot_1704,False,0.0
Prot_1705,False,0.0
Prot_1706,False,0.0
Prot_1707,False,0.0
Prot_1708,False,0.0
Prot_1709,False,0.0
Prot_1710,False,0.0
Prot_1711,False,0.0
Prot_1712,False,0.0
Prot_1713,False,0.0
Prot_1714,False,0.0
Prot_1715,False,0.0
Prot_1716,False,0.0
Prot_1717,False,0.0
Prot_1718,False,0.0
Prot_1719,False,0.0
Prot_1720,False,0.0
Prot_1721,False,0.0
Prot_1722,False,0.0
Prot_1723,False,0.0
Prot_1724,False,0.0
Prot_1725,False,0.0
Prot_1726,False,0.0
Prot_1727,False,0.0
Prot_1728,False,0.0
Prot_1729,False,0.0
Prot_1730,False,0.0
Prot_1731,False,0.0
Prot_1732,False,0.0
Prot_1733,False,0.0
Prot_1734,False,0.0
Prot_1735,False,0.0
Prot_1736,False,0.0
Prot_1737,False,0.0
Prot_1738,False,0.0
Prot_1739,False,0.0
Prot_1740,False,0.0
Prot_1741,False,0.0
Prot_1742,False,0.0
Prot_1743,False,0.0
Prot_1744,False,0.0
Prot_1745,False,0.0
Prot_1746,False,0.0
Prot_1747,False,0.0
Prot_1748,False,0.0
Prot_1749,False,0.0
Prot_1750,False,0.0
Prot_1751,False,0.0
Prot_1752,False,0.0
Prot_1753,False,0.0
Prot_1754,False,0.0
Prot_1755,False,0.0
Prot_1756,False,0.0
Prot_1757,False,0.0
Prot_1758,False,0.0
Prot_1759,False,0.0
Prot_1760,False,0.0
Prot_1761,False,0.0
Prot_1762,False,0.0
Prot_1763,False,0.0
Prot_1764,False,0.0
Prot_1765,False,0.0
Prot_1766,False,0.0
Prot_1767,False,0.0
Prot_1768,False,0.0
Prot_1769,False,0.0
Prot_1770,False,0.0
Prot_1771,False,0.0
Prot_1772,False,0.0
Prot_1773,False,0.0
Prot_1774,False,0.0
Prot_1775,False,0.0
Prot_1776,False,0.0
Prot_1777,False,0.0
Prot_1778,False,0.0
Prot_1779,False,0.0
Prot_1780,False,0.0
Prot_1781,False,0.0
Prot_1782,False,0.0
Prot_1783,False,0.0
Prot_1784,False,0.0
Prot_1785,False,0.0
Prot_1786,False,0.0
Prot_1787,False,0.0
Prot_1788,False,0.0
Prot_1789,False,0.0
Prot_1790,False,0.0
Prot_1791,False,0.0
Prot_1792,False,0.0
Prot_1793,False,0.0
Prot_1794,False,0.0
Prot_1795,False,0.0
Prot_1796,False,0.0
Prot_1797,False,0.0
Prot_1798,False,0.0
Prot_1799,False,0.0
Prot_1800,False,0.0
Prot_1801,False,0.0
Prot_1802,False,0.0
Prot_1803,False,0.0
Prot_1804,False,0.0
Prot_1805,False,0.0
Prot_1806,False,0.0
Prot_1807,False,0.0
Prot_1808,False,0.0
Prot_1809,False,0.0
Prot_1810,False,0.0
Prot_1811,False,0.0
Prot_1812,False,0.0
Prot_1813,False,0.0
Prot_1814,False,0.0
Prot_1815,False,0.0
Prot_1816,False,0.0
Prot_1817,False,0.0
Prot_1818,False,0.0
Prot_1819,False,0.0
Prot_1820,False,0.0
Prot_1821,False,0.0
Prot_1822,False,0.0
Prot_1823,False,0.0
Prot_1824,False,0.0
Prot_1825,False,0.0
Prot_1826,False,0.0
Prot_1827,False,0.0
Prot_1828,False,0.0
Prot_1829,False,0.0
Prot_1830,False,0.0
Prot_1831,False,0.0
Prot_1832,False,0.0
Prot_1833,False,0.0
Prot_1834,False,0.0
Prot_1835,False,0.0
Prot_1836,False,0.0
Prot_1837,False,0.0
Prot_1838,False,0.0
Prot_1839,False,0.0
Prot_1840,False,0.0
Prot_1841,False,0.0
Prot_1842,False,0.0
Prot_1843,False,0.0
Prot_1844,False,0.0
Prot_1845,False,0.0
Prot_1846,False,0.0
Prot_1847,False,0.0
Prot_1848,False,0.0
Prot_1849,False,0.0
Prot_1850,False,0.0
Prot_1851,False,0.0
Prot_1852,False,0.0
Prot_1853,False,0.0
Prot_1854,False,0.0
Prot_1855,False,0.0
Prot_1856,False,0.0
Prot_1857,False,0.0
Prot_1858,False,0.0
Prot_1859,False,0.0
Prot_1860,False,0.0
Prot_1861,False,0.0
Prot_1862,False,0.0
Prot_1863,False,0.0
Prot_1864,False,0.0
Prot_1865,False,0.0
Prot_1866,False,0.0
Prot_1867,False,0.0
Prot_1868,False,0.0
Prot_1869,False,0.0
Prot_1870,False,0.0
Prot_1871,False,0.0
Prot_1872,False,0.0
Prot_1873,False,0.0
Prot_1874,False,0.0
Prot_1875,False,0.0
Prot_1876,False,0.0
Prot_1877,False,0.0
Prot_1878,False,0.0
Prot_1879,False,0.0
Prot_1880,False,0.0
Prot_1881,False,0.0
Prot_1882,False,0.0
Prot_1883,False,0.0
Prot_1884,False,0.0
Prot_1885,False,0.0
Prot_1886,False,0.0
Prot_1887,False,0.0
Prot_1888,False,0.0
Prot_1889,False,0.0
Prot_1890,False,0.0
Prot_1891,False,0.0
Prot_1892,False,0.0
Prot_1893,False,0.0
Prot_1894,False,0.0
Prot_1895,False,0.0
Prot_1896,False,0.0
Prot_1897,False,0.0
Prot_1898,False,0.0
Prot_1899,False,0.0
Prot_1900,False,0.0
Prot_1901,False,0.0
Prot_1902,False,0.0
Prot_1903,False,0.0
Prot_1904,False,0.0
Prot_1905,False,0.0
Prot_1906,False,0.0
Prot_1907,False,0.0
Prot_1908,False,0.0
Prot_1909,False,0.0
Prot_1910,False,0.0
Prot_1911,False,0.0
Prot_1912,False,0.0
Prot_1913,False,0.0
Prot_1914,False,0.0
Prot_1915,False,0.0
Prot_1916,False,0.0
Prot_1917,False,0.0
Prot_1918,False,0.0
Prot_1919,False,0.0
Prot_1920,False,0.0
Prot_1921,False,0.0
Prot_1922,False,0.0
Prot_1923,False,0.0
Prot_1924,False,0.0
Prot_1925,False,0.0
Prot_1926,False,0.0
Prot_1927,False,0.0
Prot_1928,False,0.0
Prot_1929,False,0.0
Prot_1930,False,0.0
Prot_1931,False,0.0
Prot_1932,False,0.0
Prot_1933,False,0.0
Prot_1934,False,0.0
Prot_1935,False,0.0
Prot_1936,False,0.0
Prot_1937,False,0.0
Prot_1938,False,0.0
Prot_1939,False,0.0
Prot_1940,False,0.0
Prot_1941,False,0.0
Prot_1942,False,0.0
Prot_1943,False,0.0
Prot_1944,False,0.0
Prot_1945,False,0.0
Prot_1946,False,0.0
Prot_1947,False,0.0
Prot_1948,False,0.0
Prot_1949,False,0.0
Prot_1950,False,0.0
Prot_1951,False,0.0
Prot_1952,False,0.0
Prot_1953,False,0.0
Prot_1954,False,0.0
Prot_1955,False,0.0
Prot_1956,False,0.0
Prot_1957,False,0.0
Prot_1958,False,0.0
Prot_1959,False,0.0
Prot_1960,False,0.0
Prot_1961,False,0.0
Prot_1962,False,0.0
Prot_1963,False,0.0
Prot_1964,False,0.0
Prot_1965,False,0.0
Prot_1966,False,0.0
Prot_1967,False,0.0
Prot_1968,False,0.0
Prot_1969,False,0.0
Prot_1970,False,0.0
Prot_1971,False,0.0
Prot_1972,False,0.0
Prot_1973,False,0.0
Prot_1974,False,0.0
Prot_1975,False,0.0
Prot_1976,False,0.0
Prot_1977,False,0.0
Prot_1978,False,0.0
Prot_1979,False,0.0
Prot_1980,False,0.0
Prot_1981,False,0.0
Prot_1982,False,0.0
Prot_1983,False,0.0
Prot_1984,False,0.0
Prot_1985,False,0.0
Prot_1986,False,0.0
Prot_1987,False,0.0
Prot_1988,False,0.0
Prot_1989,False,0.0
Prot_1990,False,0.0
Prot_1991,False,0.0
Prot_1992,False,0.0
Prot_1993,False,0.0
Prot_1994,False,0.0
Prot_1995,False,0.0
Prot_1996,False,0.0
Prot_1997,False,0.0
Prot_1998,False,0.0
Prot_1999,False,0.0
Prot_2000,False,0.0
