,Ctrl_Rep1,Ctrl_Rep2,Ctrl_Rep3,Ctrl_Rep4,Ctrl_Rep5,Treat_Rep1,Treat_Rep2,Treat_Rep3,Treat_Rep4,Treat_Rep5
Prot_0479,24.97897801090994,24.93567514708605,24.96961119156522,24.9695016772214,25.39995351884176,25.44776054372163,25.29570886267125,25.331436372868733,24.939825340080834,25.212804451991627
Prot_0480,18.449076597514605,18.8417224740575,18.721737243797328,18.52781801282235,18.24518750888012,18.818348271416784,18.60722653055804,18.37054204478254,18.169118938965966,18.105341380299834
Prot_0481,17.548870946577168,18.04994989264293,17.850442263814717,17.40831425718447,18.203987934956228,18.103261498700828,17.88221481261248,18.351305206376804,17.187478567217646,17.989934477805576
Prot_0482,19.85572509449034,19.250268929577373,19.461198145373967,18.75084801437838,18.91901202932063,19.17850027535001,19.6005297468683,19.226939706398586,19.41658697080118,18.809221260304284
Prot_0483,21.23374835990423,20.67338370066366,20.65713936794316,21.03116481991171,20.430010090068258,21.11833507443862,20.827819553786963,20.661175287870982,20.84132118140894,20.674968099789638
Prot_0484,17.73199053022395,17.585244921965835,17.94367062432669,18.228964885930797,17.594260402132853,18.371920115036662,17.95033143148397,17.725402400168473,18.035871608584156,18.601957624439397
Prot_0485,20.69222315157331,20.338770218438146,20.488000100315848,20.252400353555625,20.66605506362865,20.08019177516593,20.394322566770796,20.472306351806626,20.454753739331526,20.367461715437077
Prot_0486,20.008688219050136,19.861805855232113,19.913849435737013,20.95610751592068,20.26166681501172,20.112186677982304,20.467557734119282,20.15672252381789,20.372293311837982,20.02664514671585
Prot_0487,19.501809931554774,19.704603705231353,19.654411476672763,19.785778618965168,19.642139604952483,19.717055562688035,19.55225383000364,20.19097352131409,20.287779066480205,19.731633845118417
Prot_0488,20.737339983081124,20.833881726384288,20.47409652251645,20.69555414371185,20.366765582106954,21.309598660772,21.360175390380885,21.010299818904766,20.9969875963874,20.87281049636439
Prot_0489,19.21965070076357,19.265238029674418,19.359302820757744,19.819727860212225,19.69581683991267,19.630015814336144,19.852697558285712,19.657106367993954,19.71227708475685,19.404075600404777
Prot_0490,20.542832280292988,21.08889319423281,20.97788677134775,21.50021788037514,20.626441262613987,20.868591400751953,20.550250688769534,20.820336372661483,20.313766326289535,20.806210743372354
Prot_0491,20.742467418978734,20.58703524655163,19.704260502801997,20.350809357337038,19.686300906330793,20.856583932826023,19.96073045502725,20.24017169015121,19.767285099850632,20.356163777833302
Prot_0492,19.24802699683529,18.90636966842841,18.902830653894828,18.801299590104357,19.18306535524673,19.44923309851559,18.506131085038046,18.922645617812496,18.51523066071345,19.71084181722611
Prot_0493,19.404374336731628,19.531417406482316,19.248319823945817,19.612512541017946,19.71902063299352,19.24125087867977,19.259473266473865,18.96839501432966,18.96878228152132,18.836042062382756
Prot_0494,19.13251445619821,18.88815804911327,19.294534482182655,18.838602505586096,19.31365031252254,18.76730100623302,19.09958599351051,19.227773300352034,18.91447224312754,18.90533046617958
Prot_0495,19.60091037432078,19.654745034801724,19.998652125417127,19.957886793902826,19.720468200868638,19.83608368244405,20.171090849528966,19.67422796478328,19.63559994535487,20.01196367219181
Prot_0496,20.447749022642366,20.513420490422558,20.64396961102476,20.032354505028454,20.585798024975695,20.646946981810952,20.860360849800543,20.539903804697524,20.52803697153927,20.058990357734874
Prot_0497,20.10247198259694,20.00854341661608,20.635181581590704,20.143262399454642,20.177556802853136,20.389619001694786,20.66775680998022,20.100425971243858,20.400498959765518,20.187940172228302
Prot_0498,19.543784907943273,19.413176813247617,18.995847915003935,19.09110897925425,19.438743407779036,18.882989137400187,19.013262254622628,19.412343770844465,19.743570450174275,19.028629133863788
Prot_0499,20.506862170887032,21.096555751102407,20.801701957855833,20.51334540615873,20.956615821734562,21.077232165740902,20.503020179015632,20.420830946166863,20.6293313618243,20.53811756263156
Prot_0500,20.71305716085151,20.423423612253423,20.429576709595555,20.08388552476787,20.41531159998951,20.58785258990725,20.435741340375202,19.952998367988894,20.505702452821268,20.530288890344362
Prot_0501,20.443378359739548,20.414199060962527,20.27952035638103,20.594768172022516,20.16171271583584,20.60914692326328,20.531386228288596,20.693530847653243,20.484813851773698,20.761777914679584
Prot_0502,22.525736595448297,22.268025266908467,22.39280622669514,22.38566769019509,22.469836639461093,21.80117684100073,22.444856948802787,21.866204725298093,21.654314967143996,22.307798316431835
Prot_0503,20.10877966485941,19.640509902309013,20.100688479694426,19.635902338093544,20.00576472759836,19.83601347376,20.10228626118937,19.657269481958846,19.660082707902816,20.016562142326187
Prot_0504,21.360435243238598,21.443940422370794,22.030704277780348,21.30163232557233,21.301719779098015,21.74099011967215,21.623030971517395,21.131274872687392,21.73874080595825,21.441319904073495
Prot_0505,19.74158675723275,19.35193382624072,19.38836003510952,19.577064785867012,19.66423464992021,19.418344926749853,18.903587791822734,19.125162909445343,19.141226505788524,19.346053893336112
Prot_0506,21.073745101956114,21.190683974569033,21.652985644239212,21.400540273103047,21.869393737176722,20.74962888942665,21.774201705347142,21.19313998823636,21.420879613270984,21.45373064384183
Prot_0507,17.836245314597818,17.934531486445056,17.818254505133922,18.46982008117142,17.78836034175902,18.047569097052104,17.44887910676909,17.726022420078557,17.641009192927907,18.011064816692613
Prot_0508,18.418600998388772,19.516269583049866,19.524193168763198,19.299428821016278,18.83502283370698,19.067433695032673,18.63028062119183,19.125638009685847,19.033004660839836,18.30188773778139
Prot_0509,21.34519347317222,21.019289631480298,21.308175201339402,21.02162498750276,21.24379072877032,20.79646625867997,21.246482278521142,21.289489087310017,21.168150352055804,20.789275792500508
Prot_0510,19.94452580265108,19.544424217909793,19.57383326021922,19.60686312590684,19.764876729308003,19.826820634900937,20.088926676881684,19.770390334387667,19.50053389785324,19.615418067261242
Prot_0511,19.086114505990754,19.879340453057544,19.22864613506104,19.539786724346307,19.617749785260944,19.400863732464142,20.08025976851157,20.052480190868707,19.248027379152703,20.20383513349059
Prot_0512,20.623827111758462,20.212573135686238,20.035310445682615,20.348834489294845,20.561476461341087,20.18361364287512,20.596701118289747,20.059286245573876,20.26796127170431,21.078764655539995
Prot_0513,18.51956958207858,18.35350971115156,18.40812448591543,17.998066760596085,18.196374482606394,18.487290698217517,18.73468729640109,18.298431993162886,18.798416662340294,18.582040573635354
Prot_0514,18.366602137733075,18.91193234362165,18.779592248039588,19.469383151389447,18.69408284550844,18.352627354719814,18.853501409709327,18.68965956369033,18.776787843569334,18.772327614449804
Prot_0515,18.19831986935508,18.053519246936542,18.53381461424173,19.168008722208366,18.250622884180046,18.742299112738966,18.843063615228964,18.706711833771656,17.83914972041421,18.41714889634586
Prot_0516,22.5759945145596,22.315795721779317,22.675812620341745,23.155608969838173,22.826253440596595,22.32214186595599,22.990264169512763,23.01534538306864,22.191523466002522,22.808451477493882
Prot_0517,17.2816610777897,16.7744893124193,17.040593298783097,17.79748414753103,17.701925188161415,17.32138704626966,18.013548197841846,17.09591270036621,17.678572218071814,17.642467183539893
Prot_0518,18.88051637345715,18.73400303769232,18.973807778540344,19.14805503568642,18.595331480664175,19.424257617732373,18.396300595079005,19.00553080604566,18.866784203015563,18.378906637103054
Prot_0519,20.704066599169902,20.567086336353658,20.82237978352707,21.45654477021177,20.91850488403672,20.733038632053884,20.648757222819214,20.786021165342852,20.60105181010432,20.923163882376052
Prot_0520,20.15984089162169,19.710457988486976,19.741719840524514,20.655427497865425,19.77519118641132,20.07696625187582,19.519415859495012,20.16489015598872,19.980879566954417,19.91820496944542
Prot_0521,19.228447147250854,18.74112634002929,19.522838139761657,18.77393078228512,18.938017088642418,19.10435198499526,19.05120620881283,19.395454696614415,18.780010454924483,19.36350336934156
Prot_0522,18.115103533037786,17.635460730508193,17.653114246845696,17.460171710147215,18.021131883779187,17.297340171367345,17.553801189317532,17.466829766790525,17.511624277670016,17.895980151249358
Prot_0523,20.073285764405274,19.66369548544199,19.843005953312204,19.988936289335943,19.995412685471404,19.62711997429988,20.01030222935564,19.520778149660728,19.566305871134418,19.371296501863693
Prot_0524,18.993993065202286,19.627309258444054,19.36627818536967,19.240394835084686,19.468243952145755,19.44198821716512,19.361441280755812,19.813222795827006,19.614233250264782,19.36640229963451
Prot_0525,16.774533161873023,16.956474438190334,16.753297428704023,16.2367465687959,16.25501557263819,16.58658513712978,16.511837204827593,16.369560219537295,17.096242486027702,17.030195171264268
Prot_0526,21.07359530221989,20.779700343800837,20.60079458091253,20.543875900042817,20.729233551263388,20.218370345109765,20.217375744657847,20.558454039814233,20.33952161362564,20.32974241068261
Prot_0527,19.981343467821475,20.752323782121866,20.579896893202175,20.14428126192293,20.466601338469815,20.534914266067975,20.479060778709776,20.340596434365942,19.95575951412167,20.627482324384346
Prot_0528,21.322767795517372,21.346596241247287,21.163836664746988,20.86771895706418,20.702900817914855,21.20997756181978,21.61079248400769,20.973721736630086,21.15446916203644,21.649697647573092
Prot_0529,18.911362344769852,18.828044930699335,19.324055342912864,19.234053808153966,19.15052800809493,19.220284335062306,19.77836584704159,19.521405456553783,18.70915132961619,19.026031079478482
Prot_0530,21.317214683644604,21.366918649813346,21.21092312908747,21.106810258479875,21.20822178081204,20.86342828407957,21.33364638030849,20.878892823276928,21.61040727415164,21.0122693861542
Prot_0531,20.951395557197294,21.599826878621766,21.062999034171536,21.18491450592044,21.450397142387395,20.74363972369521,20.773820287281044,21.61687812424666,20.810861330322858,21.041972968334697
Prot_0532,19.94325903664192,19.653327630368203,19.434933754463188,19.270444858189013,19.749082311883726,19.788905797773484,19.260538915471823,19.477556868016418,19.17178802446426,19.08264657886477
Prot_0533,18.086171601486008,18.014907525464107,17.728117141909667,18.32412689422204,17.976814330463256,17.989206155308455,18.36223306711251,17.89830417543247,17.165285405007523,17.194739198026152
Prot_0534,18.655926508111122,18.88485479810967,19.040473404458403,19.014305712646955,18.92739390636236,19.11513407464108,19.581118770710017,19.064754244452068,18.691490278426343,18.786090825247705
Prot_0535,18.78805375735343,19.521722642829097,19.546723140189638,19.339206990131714,19.348389986143925,19.324633942817506,19.354925512575488,19.851858779542635,19.551089668148894,19.44155428021939
Prot_0536,16.783641143763788,16.613287450527746,17.17288154087166,16.98331468004952,17.119042942026784,17.5253984140777,16.65028921901922,16.770169087445773,16.717999641726273,17.09989897661674
Prot_0537,16.829663067746345,17.26613492302025,17.232729448768424,17.596460390621203,16.802180999784706,17.344399475581522,16.914713137296083,17.24887803640814,17.384357338884197,16.714615441530466
Prot_0538,22.50794222261444,22.316009039214933,22.766366345689285,22.35162153102879,22.27790889571056,22.10098174794223,22.500891256082877,22.470653882546245,22.20288452443586,22.224843173370292
Prot_0539,23.81571827806752,23.171699499179255,23.777884495956688,23.52025500239975,23.380097028722655,23.458244307275127,23.856885377514935,23.410104140639657,23.051985620252218,23.4382693999003
Prot_0540,18.86931983769989,18.648213786959445,19.178035169510018,18.85601153885867,18.2884441763353,18.96668273406365,19.004060734389135,18.808393413893754,19.458787991807654,18.502885899274702
Prot_0541,18.15085989114947,18.153189433663943,18.05488073804475,18.213285177296115,18.289298973384376,18.078701670194214,18.037793235687502,18.28326547516378,18.421119438914474,18.945280496626193
Prot_0542,19.27107028631702,20.363154976001606,20.008555528128372,19.829300465906606,19.715143477954314,19.762725817692885,19.686314609363535,20.073960194536465,19.77038983779786,20.182900636783934
Prot_0543,19.052482219826246,19.472261800879224,19.359579143600733,19.155264483068816,18.316472310992577,19.25613664195747,18.799337984309922,18.858364622651102,19.011472797928977,18.511979042005418
Prot_0544,18.93673234569761,19.212662248604023,18.755376007845094,19.010911856724363,19.110522256624186,19.008358517226036,19.00725331394868,18.91634949969195,18.84674572783497,19.409959878212344
Prot_0545,23.71163229259997,23.48387739688326,23.250959438974515,23.10822714363938,23.353237800152474,23.52776331418992,24.20645365183755,23.892450281660057,24.130576286982812,23.80885832638161
Prot_0546,18.08719589279467,18.535922145763845,18.58008869092198,18.794111098823688,18.77162104756802,18.85127971315697,18.937069665769396,18.7617237478274,19.24018070547611,19.427714313758482
Prot_0547,21.572223427519837,22.5397170089872,22.065960968627852,22.053283285230805,21.774381847551446,22.025466283021707,22.394732235300165,22.23962660772441,22.079687722349075,21.835878830228733
Prot_0548,21.564593661615678,21.644795619067335,21.440861349928873,21.886673552581247,21.204415683987637,21.624538963260132,21.887351210055172,21.43737557713602,21.52929139641923,21.14414952806998
Prot_0549,20.512536706244564,19.87154253215735,20.12636514924946,20.34882513505982,20.037982276666558,20.440448445583545,20.18759121552019,20.413240965482842,20.558220639310264,20.130588603442707
Prot_0550,20.08450920681815,19.76647343283346,20.09841399363032,19.75657747658643,20.00183050172127,19.725375039175297,19.60739171432371,19.85105074461509,19.900975273055362,20.220392797409662
Prot_0551,19.67972056206559,18.612474187485432,19.176015283318435,18.93955258791393,18.933005725822635,18.931672763595376,19.029299336549293,19.208091762965203,19.218662050706577,19.411393510611536
Prot_0552,21.12903518644397,21.302537326849556,21.286607802710925,21.361243257837483,21.374859926129403,21.15151420666953,21.68762933835863,22.04106921808326,21.206768062714158,21.522307973522206
Prot_0553,19.63591396289118,19.325633577770546,19.117724903325733,19.280968801420627,19.319416585277384,19.344843451156724,18.90012320915335,19.226799425820815,18.895736039234784,19.200862548650775
Prot_0554,20.719065342117172,21.03007367310416,20.459558317341376,20.463040623459523,20.187273427411718,20.755640851480138,19.983575618811706,20.901654833505557,20.11614821143909,20.312779579017135
Prot_0555,19.616579770062184,20.134681830079,19.150564662133924,19.461220061415446,19.56269230603483,19.579300759907444,19.446090245098702,19.46132983578856,19.489319698219663,19.64838916260272
Prot_0556,19.926521100620818,19.723578456748957,19.717136912373153,19.60704195707678,19.303247921826216,20.386913363864796,19.56416428779199,19.59315924734889,19.918679120647482,20.26071774539612
Prot_0557,21.082618733470127,20.884368273225363,21.63218755325866,20.762277415295102,21.053547571338047,20.743045226229196,21.114300838415307,21.074275843511774,20.465265732494927,21.39720430838713
Prot_0558,19.578557550158806,19.539397188867746,19.450021475983036,19.960430003278432,20.085023563828834,19.96633219898142,19.362405904257805,20.361703046175574,19.587264823311546,19.98085098056203
Prot_0559,19.966693055481553,19.94275164881802,20.66445120262314,20.424645805166882,20.805507659546027,21.073530676493604,20.08388647322464,20.241644433716246,20.246338433197312,19.792767436787717
Prot_0560,21.733576754178447,22.054552391114928,22.03070937062307,22.043816783648207,21.9144183288843,21.845275498660907,21.49581371729103,21.79677998576122,22.044706601024348,22.449005369793525
Prot_0561,21.85444693612971,21.9750577542661,22.098259118253164,22.081895599797434,22.0082283539428,21.693983887513244,22.34492132656379,22.2522776469177,22.38261057454864,22.08262301263563
Prot_0562,19.059364575202896,19.199154298324906,18.93022848075228,19.351111382971677,19.367461724966315,18.57895786750649,19.157361009472353,18.924847326852287,19.013075863454137,19.023082768546047
Prot_0563,20.453672738764116,19.97847989461457,19.476570359977988,20.28966030157463,20.182353857758127,20.399921399448008,20.034376654092565,20.24311554844314,20.350317613597372,19.788121164621195
Prot_0564,17.091248786831883,17.2992538069944,17.164687595535973,17.465511932891776,17.120183744059812,17.557866496973862,17.231668251214035,17.02690853552153,17.240559477588317,18.137022838643787
Prot_0565,21.721441869133976,21.673039171840507,21.755797471370016,21.544038038812708,21.452679303764974,21.661376931857447,21.479091143926297,21.433257759561606,21.69505447452455,21.52873549971362
Prot_0566,19.312634039571442,19.39471604808413,20.311548430399075,19.685569286949182,19.53746778770624,19.612510845452135,19.701308857762925,19.436945391056177,19.25853649274966,19.221913810347367
Prot_0567,18.172826977687237,18.593984685482805,18.42329605823748,18.463409626136336,18.58231144639894,18.024890187646587,18.3581603655433,18.47855897707564,18.205129082917633,17.960908460232638
Prot_0568,21.90900425855323,21.573917410410917,21.33200770382263,22.598253198044038,21.21554875548933,21.351063635859653,21.954971180552104,21.932671595276414,22.2261434253892,22.197217122477372
Prot_0569,21.938871906313658,21.79070059875952,21.340877304188037,21.404760613144507,21.96454538937894,22.05954606596422,21.60885099751834,22.33105322558757,22.003216876961414,21.426537896665963
Prot_0570,20.29048685243528,19.979805478491382,19.736614222372626,20.060831556366622,19.40846083813043,20.199790928294664,20.587167341960857,19.716142828294256,20.28718075834342,20.267517719073716
Prot_0571,18.951865216720066,18.659228243928588,18.08879102701038,18.227557580872727,18.18867711858683,18.340067563655328,18.82348333813053,18.819756262114126,18.919606776624683,19.265073654838766
Prot_0572,21.448504385110663,21.45741774152196,21.57515016084915,21.32290192319914,22.140290548870567,21.804552550022784,21.506220296341947,21.666706843469164,21.45303881715584,21.55493738670069
Prot_0573,19.847705056125978,20.10536873400794,19.86769087930183,20.108612888737728,19.960415985618916,20.426816970837624,20.27529482944431,19.978048306083686,20.00178034154124,20.190565535215654
Prot_0574,20.674478134685987,20.160401555012303,20.00328788609373,19.779345938767143,20.10002871781998,20.187895828146694,19.826991384507746,20.107236085222,20.396024878342445,19.802692538917697
Prot_0575,20.66805625521357,20.684918840762748,20.12253081900157,19.96797203230868,20.23407320022968,19.904334408509932,20.87001418143253,20.553344011482054,20.233908778996597,20.106415429576064
Prot_0576,20.2901061929306,20.68133645818743,20.157804385517032,20.245641755614404,20.699021272787515,19.88865403493874,19.920495949668627,20.15408152995624,20.099535758365537,20.096490464331602
Prot_0577,17.72531299751929,17.118478462978143,17.55725045978193,17.14883832378554,17.036558771194734,16.89642188354275,17.11555998077294,16.7852616003195,16.88870095972529,17.436595086415693
Prot_0578,19.94393664312339,20.41474881097199,20.617863576402538,20.560448454333663,20.471960419025844,20.200161814723838,19.925211154150297,20.419766386478763,20.26931652729922,20.112824253457198
Prot_0579,17.49769702609003,18.197824469856375,18.008852419207575,17.380293626643837,17.598856046967988,17.29296043632017,18.278771625688375,17.557258645202538,18.10159719849608,18.166651704240078
Prot_0580,20.399836621189635,20.171053617890035,20.58623279079964,20.496253391761083,20.11080342835156,20.72236638372797,20.450168155847525,20.28595343857766,19.76722295280973,20.763464610158955
Prot_0581,20.116379989188232,19.643564619118294,19.861965508260816,19.40335336577502,20.19955645427198,20.36118001902564,20.316364121936914,20.020788995303825,19.920789963275507,19.89717813383758
Prot_0582,20.290570683115178,20.467789511679168,20.382639959675707,20.61935573063832,20.241419536520723,20.96391697672796,20.860050413929944,20.74361237758992,20.91103775557476,20.945621167955757
Prot_0583,16.622274487210337,16.308929010453475,16.100358873652382,16.49870022961347,16.06737376693893,16.44118136366995,16.166935883833627,16.543010236965184,16.114174187481613,16.623444798782494
Prot_0584,20.12645820980712,20.71281590665122,20.179182914380572,20.146130543634975,20.327473305703275,19.90241823207704,20.221616379569127,19.927889258633627,19.93754581295695,20.615790405807726
Prot_0585,17.96673508624179,17.850354358964342,18.333244236703564,18.272564608945647,18.289944370374347,18.310405631546363,17.637503771085456,17.991062107521792,18.69062241684664,18.07955760703236
Prot_0586,19.861218542407666,19.254835224115514,20.37128408870116,20.199056972774297,19.708114293567697,20.214850852625744,19.771423074117685,19.795998851090495,19.819130764660276,19.092886197524763
Prot_0587,19.75054593344403,20.03535791288588,19.629530688793356,19.822293317075932,19.66727011948349,19.796939548882857,19.553243461188035,19.622372997921133,19.533893523046594,19.78564098941273
Prot_0588,22.34296929780374,21.482810388420198,21.71584418268849,21.56861580592816,21.90178468195553,21.06253786553045,21.679513431399595,21.989879624566,21.45655000023014,21.211824959359145
Prot_0589,20.70292332296765,21.49859367251531,21.38440541138664,20.521615334123105,21.590213273450956,21.02816988080246,21.396106668284094,21.07411792921306,21.514460848852757,21.506823778413086
Prot_0590,20.68852567380721,20.77059760222275,20.841336513065084,20.924115492350033,20.50235809235072,21.03560747784841,20.946984405923526,20.8208285986841,21.130642496385136,20.617493715204066
Prot_0591,19.046411912034415,18.9926240221788,18.905692592375296,19.85392749381991,19.249583937424724,19.407843806204472,19.375274874655197,19.099707750001166,18.916553335283375,18.516971460550426
Prot_0592,19.523039384100958,19.068472607093252,19.117179933536114,19.147317238244735,19.2676865458688,19.234339937885277,19.415236532800623,19.443821245019105,19.564864081628553,19.3308865000413
Prot_0593,20.842271509437253,20.598248194233264,20.646002035372376,20.493230487777108,20.69176265774656,20.304845643630113,20.72492635298279,20.296236145635923,20.648268795909157,20.754016833807626
Prot_0594,17.539468837807572,17.997841538255155,17.355627685063723,17.57592320024963,17.82587576890522,17.09129209664077,16.85994790495797,17.468937536156034,17.09968804337505,17.3504611561023
Prot_0595,19.648025915927057,19.876885884733717,19.237539432019584,19.05714062001562,19.272587954431984,19.618357303220225,19.655095453212986,19.261601704665654,19.30540803480942,19.027856910640836
Prot_0596,21.624224363836433,21.712061646606955,21.734454955230714,22.027487113557754,21.346080804847883,22.025446449027736,22.12835491417503,21.9086318244661,20.916782337367636,21.402701177568115
Prot_0597,18.605086906638054,18.51434904786927,18.339556011813087,18.494568342296862,18.2137227241864,17.848138637489814,18.46974529762054,18.28133666057819,18.456269697894008,19.00780389364086
Prot_0598,18.183537843221487,18.323625916635347,18.43719850158615,17.94846062889767,18.715712410523277,18.362975799707343,17.93751650300254,17.897471545012177,18.7708082146773,18.481746275857535
Prot_0599,19.102641074436768,18.778998576397992,18.913696112371685,18.911712114733124,18.463283981665043,19.626924439954827,19.161500171406963,18.82837981346627,19.04250407199643,18.96090373059269
Prot_0600,22.670157455020636,22.666994039524884,22.224414208424715,22.834039855621075,22.179266127476154,22.61129213713364,22.479426402248578,22.885413042006455,22.5201744081057,22.115878355039094
Prot_0601,17.312317223621093,17.0353296211461,17.704024241678507,17.339560922468085,17.631801622524495,17.436107235102757,17.0797626190124,17.51744719086445,17.333600387215764,17.60667998018459
Prot_0602,17.928630043282457,18.13482103319289,18.669146298545453,18.091658575749815,18.76726775742926,17.87101543198083,18.42718787445412,18.98629873454178,18.37162803072533,18.489448788084434
Prot_0603,21.953540989532065,22.277082212618975,21.75028520117326,21.586729169655737,22.28479498603196,21.59759477642671,22.027095024635166,21.810647302601325,22.541567738750373,21.920606883786682
Prot_0604,23.344838428623675,23.63648763594244,23.283314953299158,22.934992659904967,23.527314253294342,23.136370438391744,23.4728794634621,23.248174958788635,23.413222956135932,23.818920815339887
Prot_0605,19.001054276098508,19.197107860741543,18.994214765048962,19.901818267786673,19.28268590370381,19.415999890077575,18.72191979516676,19.676239679316247,19.041707369749776,19.132173039827403
Prot_0606,21.617923788385262,21.564164927796934,21.600833557237074,21.46686582983602,21.067495101164297,21.5750236727903,21.03099836858675,21.481390203020382,21.452667397418836,21.549189974377665
Prot_0607,18.409932079892375,18.491816967786455,18.15627175812424,18.438635975659214,18.735484279269684,18.20406198978839,18.17951097898559,18.354013005836784,18.175767299558576,18.419657291634174
Prot_0608,17.929258579369773,18.20996865311753,17.699613460252305,17.791675356688682,18.313490834111352,17.542682083561672,18.389938739114466,18.07755260251705,17.700575009235664,18.116504389856065
Prot_0609,19.95967205173604,19.938652478837383,19.99774997807765,19.385923517855733,20.15109879107558,20.012977764148115,19.849594260190955,19.94690840969396,19.71291262128764,19.26594635959444
Prot_0610,19.43993923668407,20.1180362751747,19.939122616530188,20.34206795079878,19.609367743512443,19.944753263945746,20.141814006096684,20.086274353772108,20.19808565662269,20.088618101163824
Prot_0611,22.841817288878797,22.999881837771706,22.919514315467175,22.702289994483202,22.627859021871895,22.611091356661433,21.955620493632413,22.806594193299194,22.5252021313011,22.91280659338118
Prot_0612,22.371092065746584,22.074687850301377,21.674992798622977,21.801787231631863,21.729969584847744,21.40105367080923,21.712039048939545,22.107814120332062,22.115853021107203,21.538951927958028
Prot_0613,20.535283988860197,20.577094095266837,21.307034347848838,20.9109388107052,20.585306223056378,20.58466285137196,20.81274860081569,21.542444089144006,21.194324252506526,21.06071580792069
Prot_0614,20.762993720843916,21.12517395172276,20.717330425126786,20.805176357626962,20.572329292388048,21.349516368654697,20.469335295183168,20.692123884506582,20.868729624957894,20.814375146388475
Prot_0615,20.17141648759824,19.74030381615943,19.99907463048522,20.22711103636017,19.957602241842686,19.728099265002083,20.28331305832322,20.0433869372488,20.327684409916937,20.278627536050344
Prot_0616,18.612998012484383,18.068602775256515,18.828434406347014,18.68312375621329,17.981220705264963,18.06295335702785,18.236093680537557,18.937010227399362,18.47429535120896,18.380677761183023
Prot_0617,17.861581229345678,18.477278497366918,17.708006632798636,17.257371677505027,17.558536278015435,18.03114188631005,17.499538548198974,17.616365349041857,17.636727513059785,18.033459069240394
Prot_0618,20.569354001152067,19.920087680204492,20.017274451151383,19.90208828710444,19.440842287156155,20.06549796960587,20.164367322780816,19.749633272935952,20.027255373044447,20.21676181460653
Prot_0619,22.940254274852624,22.6802288750623,23.05688978675992,23.5031776373143,23.43090044887432,23.0583234490525,23.409054732834104,23.314271206454624,23.324601919078894,23.509990054959907
Prot_0620,21.3594777814129,22.37689845811034,21.91439627928329,21.715004312640367,21.55003116347298,22.218047529926086,21.191724923706847,21.821280898050592,22.284736251887587,21.857932602206834
Prot_0621,21.349347319970807,21.702810953882175,21.748152029608505,21.189289907686614,21.813406316230832,21.64382249689082,21.84038671553568,21.631427832227452,21.395669965670063,21.922911874701406
Prot_0622,22.588947742197675,22.569023102011766,22.4200100743408,23.49953028926159,22.62314750322747,22.733340100150514,22.545999424260618,22.792252525249683,22.73750583451297,22.151995439894172
Prot_0623,19.541999826148242,19.465278904696955,19.22952245749999,19.317013083158784,19.81868170331077,19.759392389569935,19.6671244361838,19.47880060986635,19.23789887595578,19.5453910489184
Prot_0624,19.79501251971903,19.44393933692137,19.552417150640327,19.178204215357606,19.706208964484514,19.413082374316147,19.835467309263738,19.600191889890258,19.558197971467493,20.019188268605934
Prot_0625,17.596483000609975,17.545173514978114,16.41896108373684,17.2780014246799,17.119793076743534,17.32923231630696,17.229825268399683,16.9179551892824,17.45768309802833,17.147607129319724
Prot_0626,19.845149032932206,20.125511269474487,19.93318165245936,20.33599223059757,20.095572102892145,20.00161380834296,20.376849400921877,19.54521110783196,19.89400301394983,19.9756179851805
Prot_0627,19.926056304243613,20.311990856321685,20.138826422193276,20.45140752542261,20.338444426842287,20.148955698002194,20.267838418101178,20.092611756102997,19.973664548710392,20.715593953641648
Prot_0628,18.690714654991005,18.059313215179348,18.285722114608223,18.728521567040925,18.179882426440276,18.036271989350137,18.02437294785428,18.68723174817597,17.990699411069183,18.180926436172943
Prot_0629,18.976901901568063,18.72097649789146,19.01868504567635,18.274849853017844,18.77111449585332,19.13878256348049,19.05750241097632,19.093886311582505,18.945242433495658,18.820845680745844
Prot_0630,21.21647246570823,21.57055030755111,21.059264980225343,21.53355335224477,21.233360018340484,21.397514511701008,21.523770933859694,21.17296644709458,21.156622323355887,21.472310993205998
Prot_0631,20.12706906724596,19.90859666591753,19.52445485395239,19.996055520358922,19.718023835091646,19.879840597655285,19.971600161917568,20.084094882345866,19.97731856645249,20.039792251721337
Prot_0632,18.54859334397617,18.26955547658302,17.879271214163175,18.347928170827604,18.221145411728045,17.945714844389784,18.04081806395593,18.123062169893323,18.084648884046956,18.775563823831313
Prot_0633,22.14750965217118,22.572518597716645,22.491937588785365,22.660446375327865,22.692381455735266,22.985108647115414,22.72152584468464,22.206180189826124,22.919439935416577,22.438081850933788
Prot_0634,16.95204100822169,17.24527830896436,16.89317627899978,17.693728742609746,17.42438686070725,17.251210993428444,17.0823497851376,17.403231021448438,17.51100505451638,17.251015779940477
Prot_0635,21.164867821593052,21.06983455362202,20.823875240705604,20.72183008288918,21.37737464544116,21.10881519759574,20.572303460805934,20.87807551252235,21.27846137702369,21.454143073913507
Prot_0636,20.136025597917378,20.184728971089104,20.395986536416853,19.890707409233194,19.912572269124475,20.04763568944479,20.29957631415716,19.934363922791018,19.80003363411971,20.3318871382515
Prot_0637,17.879026298545412,17.959735618174342,17.811550800432865,17.70253656360206,17.469786438144236,18.02426839422377,18.040386419020585,18.260329501771867,17.981442315987216,17.807887595522836
