,log2_fc,t_stat,p_value,q_value,is_planted,planted_fc
Prot_0498,-0.08037345526455653,-0.4202446337715976,0.686905237710395,0.9583597202604212,False,0.0
Prot_0499,-0.14130977847186443,-0.8554629148465536,0.4171849998659827,0.9134467063093757,False,0.0
Prot_0500,-0.010534193204176034,-0.06921764115560831,0.9465487668486425,0.9902959790901853,False,0.0
Prot_0501,0.23741542014339245,2.6483716922040412,0.032614968294265495,0.42089074849494895,False,0.0
Prot_0502,-0.3935441240061266,-2.4730444740127284,0.06008004552270996,0.5721909097400949,False,0.0
Prot_0503,-0.0438862090835066,-0.3115626747003691,0.7635623946219509,0.9651766049803151,False,0.0
Prot_0504,0.04738492516972315,0.2637310283198395,0.7988737710740064,0.9715028536384469,False,0.0
Prot_0505,-0.35776080544552613,-3.019527839418208,0.01716910697819127,0.28615178296985455,False,0.0
Prot_0506,-0.11915357818423544,-0.5319858967111994,0.6094952416479158,0.9438905148362504,False,0.0
Prot_0507,-0.1945334191173913,-1.1406552050442786,0.2874459674832267,0.8750257762046475,False,0.0
Prot_0508,-0.2870541360787051,-1.073700009427317,0.31689900983194214,0.8950647728786614,False,0.0
Prot_0509,-0.1296420506395144,-0.9939203811152719,0.3543393709369393,0.9018223930130437,False,0.0
Prot_0510,0.07351329505796755,0.5877000973860758,0.5742215902334221,0.9425610066834662,False,0.0
Prot_0511,0.3267657201542242,1.3514750448314519,0.21706562164738621,0.8391184699812488,False,0.0
Prot_0512,0.08086105804396126,0.3790350259951639,0.716718681585564,0.9583597202604212,False,0.0
Prot_0513,0.2850444402818191,2.2393068701877707,0.05549324378714546,0.557721043086889,False,0.0
Prot_0514,-0.15533778803072096,-0.7742209253637464,0.4691580346291594,0.9159313857294293,False,0.0
Prot_0515,0.06881756831557695,0.25605172217466543,0.8044157357490576,0.9729126332265993,False,0.0
Prot_0516,-0.044347781016330856,-0.2006037406107531,0.8462282624960804,0.9776846614891976,False,0.0
Prot_0517,0.23114686428097642,0.9248126721934542,0.38318104625805804,0.9122874543095036,False,0.0
Prot_0518,-0.05198676941295233,-0.23756643264040297,0.8204134930373326,0.9763332517611649,False,0.0
Prot_0519,-0.15530993212056288,-0.9554432449127908,0.38266268377670537,0.9122874543095036,False,0.0
Prot_0520,-0.07645612023010884,-0.3596370136019075,0.7302713136448088,0.959620648679118,False,0.0
Prot_0521,0.09803344334384434,0.5266079384904334,0.6137439240681535,0.9438905148362504,False,0.0
Prot_0522,-0.23188130958466147,-1.4643513440885232,0.18329372464256752,0.8344225498749906,False,0.0
Prot_0523,-0.29370669033048813,-2.278693414273995,0.0564630783171668,0.5590403793778891,False,0.0
Prot_0524,0.18021370948015658,1.3091316919342675,0.2283853424562886,0.8482769137345987,False,0.0
Prot_0525,0.12367060971703481,0.5986238001423033,0.5659858348117603,0.9425610066834662,False,0.0
Prot_0526,-0.41274710486987587,-3.706101530698678,0.007576463563693134,0.15784299091027362,False,0.0
Prot_0527,0.0026733148222888303,0.014532748533368126,0.9887725682681703,0.9972491863521636,False,0.0
Prot_0528,0.23896762311527908,1.2988743021266345,0.23023270946694296,0.8482769137345987,False,0.0
Prot_0529,0.16143872262427905,0.7713327956346465,0.4700908275205341,0.9159313857294293,False,0.0
Prot_0530,-0.10228887077329674,-0.6734411717802101,0.5318080390060471,0.9410113144346971,False,0.0
Prot_0531,-0.25247213688359693,-1.2424645566587795,0.2522018751947243,0.8679452118981401,False,0.0
Prot_0532,-0.2539222813910591,-1.4682489266753733,0.18040350026767485,0.8341504321662914,False,0.0
Prot_0533,-0.30407389853159117,-1.200040732625146,0.28100193191869605,0.8726768072009193,False,0.0
Prot_0534,0.14312677275773922,0.8419634347123993,0.43497917502211464,0.9134467063093757,False,0.0
Prot_0535,0.1959931333312177,1.1742993805082536,0.2779802877363013,0.8699635175196073,False,0.0
Prot_0536,0.018317516329243944,0.09467297454826411,0.9272930988114787,0.9902959790901853,False,0.0
Prot_0537,-0.02404108004810368,-0.12123519394746737,0.9065417194493028,0.9895722093832076,False,0.0
Prot_0538,-0.14391868997610402,-1.2062983911834315,0.2627038216817456,0.8679452118981401,False,0.0
Prot_0539,-0.09003309174872953,-0.5115566248227154,0.6228136326437914,0.945474495242806,False,0.0
Prot_0540,0.1801572528131139,0.8434436653048788,0.42355642159588935,0.9134467063093757,False,0.0
Prot_0541,0.180929220609503,1.0765833458664402,0.3365708142106154,0.9018223930130437,False,0.0
Prot_0542,0.05781327237335887,0.28329272311152903,0.7861853590807097,0.9715028536384469,False,0.0
Prot_0543,-0.18375377390293934,-0.7758284734643652,0.4647964492013411,0.9159313857294293,False,0.0
Prot_0544,0.032492444283739985,0.2598063021376336,0.8018983101327855,0.9729126332265993,False,0.0
Prot_0545,0.5316335577604683,3.345276978384075,0.010531123212363309,0.20059282309263446,False,0.0
Prot_0546,0.4898058540232313,2.742594052084469,0.02535316766566941,0.362188109509563,False,0.0
Prot_0547,0.11396502814139353,0.603450802455144,0.5668514374111729,0.9425610066834662,False,0.0
Prot_0548,-0.02372663844804279,-0.1433611602693988,0.8895688013900631,0.9891953105711607,False,0.0
Prot_0549,0.16656761399235975,1.1970468490735753,0.2691103734131904,0.8679452118981401,False,0.0
Prot_0550,-0.08052380860210206,-0.6296348269615188,0.5480858625556737,0.9425610066834662,False,0.0
Prot_0551,0.09167021556439181,0.4683322916042942,0.6569804549880383,0.9504421630874148,False,0.0
Prot_0552,0.23100105987528607,1.3661190394926135,0.23525020909488156,0.8492787331945182,False,0.0
Prot_0553,-0.2222586313338084,-1.7911777133961304,0.11130525661539968,0.7134952347141005,False,0.0
Prot_0554,-0.15784245783606465,-0.6912744696157878,0.5099154023716347,0.9367335355944284,False,0.0
Prot_0555,-0.06026178562165896,-0.3676182150638294,0.729924049523178,0.959620648679118,False,0.0
Prot_0556,0.28922148328067365,1.47133527863729,0.1872171025145528,0.8344225498749906,False,0.0
Prot_0557,-0.12418151950978995,-0.5654460538151339,0.5873655399923836,0.9425610066834662,False,0.0
Prot_0558,0.12902543423430402,0.6029677653287252,0.5647766715533812,0.9425610066834662,False,0.0
Prot_0559,-0.07317638364322221,-0.2643978955240839,0.7983815758824037,0.9715028536384469,False,0.0
Prot_0560,-0.029098491183582098,-0.1723486908277159,0.8697069986750585,0.9857878024213456,False,0.0
Prot_0561,0.14770573715795976,1.1114524427587809,0.31736959024462214,0.8950647728786614,False,0.0
Prot_0562,-0.2419991252773528,-1.8788884449770271,0.0978543840978215,0.6978492346792694,False,0.0
Prot_0563,0.08702304550256912,0.42895551796993053,0.6808739390435126,0.9583597202604212,False,0.0
Prot_0564,0.21062794672553764,1.022073265596028,0.3536163495337739,0.9018223930130437,False,0.0
Prot_0565,-0.06989600906772964,-0.9139570542112517,0.3877633034892565,0.9122874543095036,False,0.0
Prot_0566,-0.20214403906835798,-1.0051476304047902,0.3530477386747605,0.9018223930130437,False,0.0
Prot_0567,-0.24163634410539814,-1.9527898803857215,0.08875487228860209,0.6792094877459091,False,0.0
Prot_0568,0.20666712664692,0.7030734241693974,0.5054771242764982,0.9367335355944284,False,0.0
Prot_0569,0.19788985018256966,0.9431202416808961,0.3743295262668393,0.9094432961455018,False,0.0
Prot_0570,0.31632012563411394,1.535810235123411,0.16330702564528132,0.7908330539723067,False,0.0
Prot_0571,0.41037368164897003,1.8560230534056685,0.10095281602527503,0.6978492346792694,False,0.0
Prot_0572,0.008238226827788964,0.052597431084105174,0.9599189055539077,0.9923434974522692,False,0.0
Prot_0573,0.1965424878660258,1.940156467427923,0.09381115348982724,0.6888567659383729,False,0.0
Prot_0574,-0.07934030344851095,-0.4276824428593383,0.680952563625617,0.9583597202604212,False,0.0
Prot_0575,-0.0019068675038163008,-0.008505451998201238,0.993427054447208,0.9985705130292409,False,0.0
Prot_0576,-0.38293046555525123,-3.033792776222241,0.024780759923749625,0.3601185057269347,False,0.0
Prot_0577,-0.29277990089669004,-1.6354498926295997,0.14152309801164803,0.7601259389049403,False,0.0
Prot_0578,-0.21633555354962297,-1.4897836186427913,0.1793823982082817,0.8341504321662914,False,0.0
Prot_0579,0.1427432042362824,0.5758488267777367,0.5811852031646275,0.9425610066834662,False,0.0
Prot_0580,0.044999138225978896,0.22212526317832323,0.8316538370780646,0.9763332517611649,False,0.0
Prot_0581,0.2582962593530276,1.4555935981997932,0.18896053214483247,0.8344225498749906,False,0.0
Prot_0582,0.4844926540298502,6.220416386683805,0.0005949310961681535,0.03838265136568732,False,0.0
Prot_0583,0.05822202057285253,0.39204190436429026,0.7053102844899437,0.9583597202604212,False,0.0
Prot_0584,-0.17736015822653783,-1.0128957107214789,0.34212931724176887,0.9018223930130437,False,0.0
Prot_0585,-0.0007382254394165955,-0.0036869196437358765,0.9971725743132465,0.9986705801835217,False,0.0
Prot_0586,-0.1400438763094769,-0.5258535123121496,0.6133333588083998,0.9438905148362504,False,0.0
Prot_0587,-0.1225814902462723,-1.3436900430908745,0.21795997332560202,0.8391184699812488,False,0.0
Prot_0588,-0.32234369514215544,-1.4323542041477915,0.1901641022879844,0.8344225498749906,False,0.0
Prot_0589,0.16438561822435815,0.6746831730060494,0.5260366428218584,0.9410113144346971,False,0.0
Prot_0590,0.16492466404988448,1.4370611491712015,0.19024834137149788,0.8344225498749906,False,0.0
Prot_0591,-0.14637774622770294,-0.6185039312874121,0.553468836259231,0.9425610066834662,False,0.0
Prot_0592,0.17309051770619988,1.7559349774264235,0.12221584781927952,0.7274667024478162,False,0.0
Prot_0593,-0.10864422252018713,-0.9313218298611353,0.38588843430728265,0.9122874543095036,False,0.0
Prot_0594,-0.4848820586098377,-3.113713491193528,0.014418792198458059,0.25519986191961164,False,0.0
Prot_0595,-0.04477208011577005,-0.23543144216165793,0.8201140113022023,0.9763332517611649,False,0.0
Prot_0596,-0.01247843629502654,-0.049501253053540195,0.962191945995918,0.9923434974522692,False,0.0
Prot_0597,-0.02079776911604725,-0.10450464242545755,0.920760016251242,0.9902959790901853,False,0.0
Prot_0598,-0.03160339252140787,-0.15078517403380703,0.8841164174032796,0.9891953105711607,False,0.0
Prot_0599,0.2899760735625172,1.6741962096139316,0.13498232162507637,0.7528693699361618,False,0.0
Prot_0600,0.007462531693196439,0.04130227721009492,0.9680707101318837,0.993060511199646,False,0.0
Prot_0601,-0.009887243811665059,-0.06555049752416403,0.9494642951930938,0.9916076190006202,False,0.0
Prot_0602,0.11081103031732553,0.4542015154405045,0.6617910895988037,0.9534698378072436,False,0.0
Prot_0603,0.009015833437654663,0.04286327456761486,0.9668761353936148,0.993060511199646,False,0.0
Prot_0604,0.07252414021074216,0.4326267164812882,0.6767236907365425,0.9583597202604212,False,0.0
Prot_0605,-0.07776825984834446,-0.3339566261936258,0.7470012235007157,0.9639682194291932,False,0.0
Prot_0606,-0.04560271764513146,-0.31985986613819817,0.7572762980990871,0.9645133815861893,False,0.0
Prot_0607,-0.1798260989856928,-1.7067928522317064,0.1372705770201102,0.7542339396709352,False,0.0
Prot_0608,-0.02335081185094623,-0.1210001578930113,0.9068531213293922,0.9895722093832076,False,0.0
Prot_0609,-0.1289514805334555,-0.6921089549354675,0.5084610322537604,0.9367335355944284,False,0.0
Prot_0610,0.2022023117801801,1.1919551657333922,0.29203976398090964,0.8769867966030632,False,0.0
Prot_0611,-0.2560095380394962,-1.4224433265156537,0.21086986821071926,0.8365734373858323,False,0.0
Prot_0612,-0.15536354840089572,-0.7952008622441042,0.4497497290734044,0.9150553999458889,False,0.0
Prot_0613,0.255847627204286,1.162050577334691,0.27906415492361925,0.8699635175196073,False,0.0
Prot_0614,0.042215314396464976,0.24660631910784295,0.8125651356125667,0.9748831860978605,False,0.0
Prot_0615,0.11312059881912973,0.7978369042326193,0.44952793325084683,0.9150553999458889,False,0.0
Prot_0616,-0.016669855641879394,-0.07376896785877149,0.9430462777954564,0.9902959790901853,False,0.0
Prot_0617,-0.00910838983612905,-0.039344989680825636,0.969842993233579,0.9930628019056806,False,0.0
Prot_0618,0.07477380924101595,0.37855960007975986,0.7190434768354534,0.9583597202604212,False,0.0
Prot_0619,0.20095806790330784,1.1743594663274675,0.28620114650276546,0.8746110428423496,False,0.0
Prot_0620,0.09158284217161139,0.35070732265163823,0.7349672172983954,0.9619172977127692,False,0.0
Prot_0621,0.12624247152929868,0.8228001176732581,0.43629555476856374,0.9134467063093757,False,0.0
Prot_0622,-0.1479130773942714,-0.6543436604331235,0.5349743486856335,0.9410113144346971,False,0.0
Prot_0623,0.06322227713590678,0.46657196650645655,0.6534611339783989,0.9498971877257283,False,0.0
Prot_0624,0.15006912528414418,0.9848808505334871,0.3535282716659497,0.9018223930130437,False,0.0
Prot_0625,0.024778180117746018,0.1074539309366685,0.9182940954728432,0.9902959790901853,False,0.0
Prot_0626,-0.10842219442572798,-0.6885806047862293,0.513888628616916,0.9367335355944284,False,0.0
Prot_0627,0.0063877679069861415,0.04056017564979858,0.9687412696100058,0.9930628019056806,False,0.0
Prot_0628,-0.2049302891274536,-1.0897176286453882,0.30763097954437885,0.8891068772958927,False,0.0
Prot_0629,0.25874632125475117,1.7929110578327645,0.12811147439251028,0.736272841336266,False,0.0
Prot_0630,0.021996817029446447,0.17652366788169843,0.8645439057288875,0.9852352202038605,False,0.0
Prot_0631,0.1356893035052238,1.2166155244509362,0.27969327088255375,0.8699635175196073,False,0.0
Prot_0632,-0.059337166232147354,-0.32235492517379327,0.756170502103179,0.9643546256321746,False,0.0
Prot_0633,0.1411085596480426,0.799317306154236,0.450502181749182,0.9156548409536219,False,0.0
Prot_0634,0.058040286993701784,0.3498627563491673,0.7387317752734002,0.961953391743131,False,0.0
Prot_0635,0.026803255522040104,0.13801841114785193,0.8938675660415335,0.9891953105711607,False,0.0
Prot_0636,-0.02130481700336162,-0.15311756971825796,0.8821317362452887,0.9891602622901176,False,0.0
Prot_0637,0.25833570152547125,2.3163205185531575,0.049988350446752906,0.5375091445887409,False,0.0
Prot_0638,-0.23066980747040944,-1.3288861611365173,0.22819648620979988,0.8482769137345987,False,0.0
Prot_0639,-0.08076896701304292,-0.3119069329489746,0.763257755072567,0.9651766049803151,False,0.0
Prot_0640,0.04037393492584229,0.29339080029582526,0.7766924477147573,0.971472730099759,False,0.0
Prot_0641,-0.14895766051401083,-0.6401414972250136,0.5410433508958878,0.9425610066834662,False,0.0
Prot_0642,0.3258816699455771,1.6612188585777077,0.1377415865541569,0.7547484194748323,False,0.0
Prot_0643,-0.08148576817736242,-0.3985279284233612,0.7045523786251082,0.9583597202604212,False,0.0
Prot_0644,-0.12701395278251582,-0.8260412136733892,0.43600281743348623,0.9134467063093757,False,0.0
Prot_0645,0.32104978744455437,2.0005315301880544,0.10765813453547761,0.705954980560509,False,0.0
Prot_0646,0.16785246193255432,0.9280461721242119,0.3871906607106604,0.9122874543095036,False,0.0
Prot_0647,-0.3184356193935223,-2.297957704515367,0.05388771315375562,0.5541710860461225,False,0.0
Prot_0648,-0.21082429285194593,-0.9861322871522529,0.3530290130618404,0.9018223930130437,False,0.0
Prot_0649,-0.4304087559224712,-2.7300786062478597,0.031034809526283142,0.4165746245138677,False,0.0
Prot_0650,-0.13992234367346867,-1.2260630451919252,0.2657193408868849,0.8679452118981401,False,0.0
Prot_0651,-0.15390656831931082,-1.240866822376273,0.2505087241954488,0.8679452118981401,False,0.0
Prot_0652,0.2734035251641309,1.2638231763483228,0.264231699936333,0.8679452118981401,False,0.0
Prot_0653,0.2597271159956769,2.163503947113786,0.08658800479929143,0.6712248434053599,False,0.0
Prot_0654,-0.03880549182278514,-0.16985252255506256,0.8714930726280806,0.9857878024213456,False,0.0
Prot_0655,-0.17278589646473463,-0.8607538134122881,0.42764368994418733,0.9134467063093757,False,0.0
Prot_0656,-0.09320444905683445,-0.42252607174160184,0.6839879955737312,0.9583597202604212,False,0.0
Prot_0657,0.034675628817694815,0.40681718456475663,0.6951059293547213,0.9583597202604212,False,0.0
Prot_0658,0.02400185742771299,0.1135511814385345,0.9126207910990801,0.9895722093832076,False,0.0
Prot_0659,-0.0486601063575165,-0.3032143415771371,0.770810831904374,0.9672085951648195,False,0.0
Prot_0660,-0.00656400098611698,-0.029392368759902136,0.9772747091385222,0.9959273149813194,False,0.0
Prot_0661,0.18927762401330384,0.9074081604205801,0.40391206408192587,0.9134467063093757,False,0.0
Prot_0662,0.06988543522957613,0.36147035173049297,0.7288712028340529,0.959041056360596,False,0.0
Prot_0663,0.07466846628891588,0.2958298711552523,0.7756519147942773,0.9707783664509102,False,0.0
Prot_0664,-0.005409856531358059,-0.042880134411316204,0.9669496110055567,0.993060511199646,False,0.0
Prot_0665,-0.12969702142335748,-0.5672389502206374,0.5971525379522186,0.9438905148362504,False,0.0
Prot_0666,-0.14993376229729094,-0.9671093057122976,0.3737561563648101,0.9093823755834796,False,0.0
Prot_0667,-0.041709760584442535,-0.35113945359403337,0.7345733615695962,0.9619172977127692,False,0.0
Prot_0668,-0.13304777959512393,-0.5472890851223231,0.5992283500271369,0.9438905148362504,False,0.0
Prot_0669,-0.2800789046714449,-1.1833732771537606,0.2959911013728667,0.8771553747994839,False,0.0
Prot_0670,-0.06375567443760843,-0.30776077874936353,0.7669436540237791,0.9659239975110567,False,0.0
Prot_0671,0.21057407056482447,1.0571244954792363,0.3262943995117019,0.898703679819988,False,0.0
Prot_0672,0.02830548537503219,0.15524537592909762,0.8804790408349052,0.9881919650223403,False,0.0
Prot_0673,0.16052200750554846,0.6375159348536368,0.5473592544098332,0.9425610066834662,False,0.0
Prot_0674,0.016256907523306552,0.069042229742604,0.9470056835821793,0.9902959790901853,False,0.0
Prot_0675,0.05043370137928349,0.2130267922742471,0.8377253102549367,0.9776846614891976,False,0.0
Prot_0676,-0.14314954156423454,-0.7192820755560564,0.49275413697428505,0.9330170541529953,False,0.0
Prot_0677,-0.1425747597654663,-0.5792382666966834,0.5821247661260454,0.9425610066834662,False,0.0
Prot_0678,-0.07035012054029721,-0.3071786531164069,0.7677975385091653,0.9663908603010263,False,0.0
Prot_0679,0.29169003387363546,1.6956073660576287,0.12893071010111568,0.7388579375422102,False,0.0
Prot_0680,-0.2412683190350826,-1.564192836998031,0.17655349874260623,0.8308399940828529,False,0.0
Prot_0681,-0.3574924500451644,-2.4965879305205187,0.05762601544713839,0.5649609357562588,False,0.0
Prot_0682,-0.1326592772384103,-0.6582469576854452,0.5377879661994294,0.9410113144346971,False,0.0
Prot_0683,0.0768327970963405,0.7077619109381071,0.5026895134682677,0.9367335355944284,False,0.0
Prot_0684,0.2739395924206285,1.6772226939256822,0.13225657020203882,0.7493290096432794,False,0.0
Prot_0685,-0.12353474193291802,-0.764471879881701,0.4680993971675863,0.9159313857294293,False,0.0
Prot_0686,0.16521970332505376,0.9431873516972641,0.3733063989188213,0.9093823755834796,False,0.0
Prot_0687,-0.09085177935063626,-0.5581372429680295,0.6012922955496445,0.9438905148362504,False,0.0
Prot_0688,0.29646255018814216,1.310841930636872,0.23030718207894357,0.8482769137345987,False,0.0
Prot_0689,0.09474927760840046,0.6240515466451514,0.5546410168799698,0.9425610066834662,False,0.0
Prot_0690,0.12405212844887714,0.7096356007069751,0.4981584772101938,0.9367335355944284,False,0.0
Prot_0691,-0.011654537889864258,-0.07599712981061753,0.9416608397959421,0.9902959790901853,False,0.0
Prot_0692,0.3409914159406142,1.352576018140697,0.23010977226587756,0.8482769137345987,False,0.0
Prot_0693,-0.020598451808222507,-0.13290814225729222,0.8983187728351409,0.9895722093832076,False,0.0
Prot_0694,0.19122536570987592,0.8830423116495173,0.41574080416396214,0.9134467063093757,False,0.0
Prot_0695,0.22157493074891832,0.77484747081885,0.46546120991651396,0.9159313857294293,False,0.0
Prot_0696,0.0310954129626424,0.2610869145671102,0.8011847590213743,0.9729019538814503,False,0.0
Prot_0697,0.038492779380327136,0.14149483811676217,0.8921150308788074,0.9891953105711607,False,0.0
Prot_0698,0.10727710811296731,0.43562803208689654,0.6750317647315801,0.9583597202604212,False,0.0
Prot_0699,0.0218658740943809,0.12115850761481829,0.9072942230892554,0.9895722093832076,False,0.0
Prot_0700,-0.19514643660148678,-1.1156343484137663,0.29735567205702507,0.8771553747994839,False,0.0
Prot_0701,0.2365244757085314,1.238343068396283,0.2649449653821786,0.8679452118981401,False,0.0
Prot_0702,-0.45050032274743046,-2.5486703343582877,0.057951567395894105,0.5653811453257962,False,0.0
Prot_0703,0.0656411660673264,0.22956216941923382,0.8242124770496768,0.9763332517611649,False,0.0
Prot_0704,-0.42562163056921065,-2.807224328350914,0.02383672927738775,0.35459400552676495,False,0.0
Prot_0705,0.07150209659207007,0.5378764799041182,0.6070280960149479,0.9438905148362504,False,0.0
Prot_0706,-0.10365784958568725,-0.33238456987710424,0.7499831755138272,0.9639682194291932,False,0.0
Prot_0707,0.11659624298649618,0.8229700699741963,0.44585194743440554,0.9150553999458889,False,0.0
Prot_0708,-0.060890607401297814,-0.4916564340601548,0.6365879840911004,0.9476478600065992,False,0.0
Prot_0709,-0.12043802808009119,-0.5775491248777037,0.5876624017169674,0.9425610066834662,False,0.0
Prot_0710,0.37460881648441813,1.8715512743971152,0.10088707888096325,0.6978492346792694,False,0.0
Prot_0711,-0.016255165450498765,-0.12785788735807352,0.9026278623662872,0.9895722093832076,False,0.0
Prot_0712,0.07197017083545276,0.265558267003892,0.7990610971176226,0.9715028536384469,False,0.0
Prot_0713,-0.32212135167763023,-1.4310846991374624,0.1930726192216049,0.8365734373858323,False,0.0
Prot_0714,-0.17167007266623102,-1.6574279209666938,0.14803486764181442,0.7670200395948934,False,0.0
Prot_0715,-0.1300950248200543,-0.6197232383670447,0.557240112978004,0.9425610066834662,False,0.0
Prot_0716,-0.079106664273084,-0.5476083069946939,0.599233388891768,0.9438905148362504,False,0.0
Prot_0717,0.07802352585434846,0.484788354351797,0.6417720171331622,0.948767068079079,False,0.0
Prot_0718,-0.24814225631313036,-0.973190645360937,0.3590100608501728,0.9048978703688811,False,0.0
Prot_0719,0.3012180041414325,1.6982576847063002,0.12788978874738494,0.736272841336266,False,0.0
Prot_0720,-0.10068396336895091,-0.5885231900184608,0.5724595654400237,0.9425610066834662,False,0.0
Prot_0721,-0.047587133003762716,-0.15894828933920666,0.8779822324874675,0.9880671257326346,False,0.0
Prot_0722,0.03694903449101972,0.28342341632198076,0.7900465980759436,0.9715028536384469,False,0.0
Prot_0723,0.08004603983346925,0.31555035039351753,0.7630059275845602,0.9651766049803151,False,0.0
Prot_0724,0.034501975958601605,0.32527907549439883,0.7535065419081303,0.9639682194291932,False,0.0
Prot_0725,0.45049537819457086,2.983637733351934,0.023935095373056634,0.35459400552676495,False,0.0
Prot_0726,-0.016791560758210977,-0.11238461650310588,0.9133751492607006,0.9895722093832076,False,0.0
Prot_0727,-0.2553143296836211,-1.384614777127339,0.20360318024783142,0.8365734373858323,False,0.0
Prot_0728,0.06554322867148343,0.363802098089179,0.7281611075333598,0.959041056360596,False,0.0
Prot_0729,0.29077184257707955,1.0686323129106865,0.3213223571517399,0.8950647728786614,False,0.0
Prot_0730,-0.032684942684127805,-0.21748581598897715,0.8342023427836707,0.9763332517611649,False,0.0
Prot_0731,-0.1136979628684216,-0.5599105829793002,0.5930444159690017,0.9438905148362504,False,0.0
Prot_0732,-0.0871390039652411,-0.597494837052827,0.5682080516034658,0.9425610066834662,False,0.0
Prot_0733,-0.08243859837413936,-0.5989539336689261,0.5766069273865726,0.9425610066834662,False,0.0
Prot_0734,-0.3256299020299558,-1.6766980384692252,0.13472905410754854,0.7528693699361618,False,0.0
Prot_0735,-0.3125188052680663,-1.3693288269315043,0.2082498542366279,0.8365734373858323,False,0.0
Prot_0736,-0.24918047175333058,-1.6602579889680016,0.13551010495409527,0.7528693699361618,False,0.0
Prot_0737,0.37206135601689283,2.0510786151603435,0.07656775039163902,0.6416272553691502,False,0.0
Prot_0738,0.06104025037229022,0.3457801303666336,0.741193398441532,0.9639682194291932,False,0.0
Prot_0739,-0.3307886635647428,-2.304856293552074,0.0637438349275764,0.5929659063030364,False,0.0
Prot_0740,-0.07950458776413427,-0.36729417675832055,0.724783447454838,0.959041056360596,False,0.0
Prot_0741,0.21519531970474048,0.7527965444220887,0.4731399127778396,0.9160501699474146,False,0.0
Prot_0742,0.1772868955527649,1.1966749475266865,0.2856615234817611,0.8746110428423496,False,0.0
Prot_0743,0.0635660578502737,0.47350196723181776,0.6499986120966038,0.9489267278432381,False,0.0
Prot_0744,0.13157209354455546,0.523348404208965,0.6185079281522152,0.945474495242806,False,0.0
Prot_0745,0.035565024360742825,0.1316471447948188,0.8988988402934128,0.9895722093832076,False,0.0
Prot_0746,0.26694961030248976,1.3913313616841807,0.20462684958700256,0.8365734373858323,False,0.0
Prot_0747,0.12432294022637791,0.49740526330781004,0.640182561589682,0.948767068079079,False,0.0
Prot_0748,-0.12099102184904353,-0.6914679484117826,0.512767289115779,0.9367335355944284,False,0.0
Prot_0749,0.22723263235418756,0.9728347955133521,0.36431008003616866,0.9066738732985845,False,0.0
Prot_0750,0.1841227968733925,1.391931332284732,0.2014355276054652,0.8365734373858323,False,0.0
Prot_0751,0.016229519010003912,0.06974472917142406,0.9461162082339318,0.9902959790901853,False,0.0
Prot_0752,0.14190543792730637,0.7850049325897419,0.46252845014665955,0.9159313857294293,False,0.0
Prot_0753,-0.004731655405667112,-0.02911325392315174,0.977502659654165,0.9959273149813194,False,0.0
Prot_0754,0.12476185152498687,0.6196477845545387,0.5539718030221381,0.9425610066834662,False,0.0
Prot_0755,0.17223789551907842,0.8658219667703452,0.41548131145456957,0.9134467063093757,False,0.0
Prot_0756,-0.30388891351723757,-1.0834090332154855,0.31808610154682737,0.8950647728786614,False,0.0
Prot_0757,0.05656054876592265,0.49362660254941015,0.6368193619244347,0.9476478600065992,False,0.0
Prot_0758,-0.35668017418656106,-2.4592074573227873,0.03982426190808946,0.474098356048684,False,0.0
Prot_0759,-0.2629455523480573,-1.181625319116191,0.2735950017439997,0.8699364125405395,False,0.0
Prot_0760,-0.03440002409094234,-0.12910486006749344,0.9004626288722178,0.9895722093832076,False,0.0
Prot_0761,-0.17651275693749824,-1.0999586879566634,0.3033850188658609,0.8806531752274628,False,0.0
Prot_0762,0.2978413447817374,1.3421465983508327,0.22291130294253772,0.8482769137345987,False,0.0
Prot_0763,0.1293391720005772,0.49668829526990366,0.6336059950721152,0.946537994847116,False,0.0
Prot_0764,-0.059499975939061756,-0.5698519057301075,0.5862802366151098,0.9425610066834662,False,0.0
Prot_0765,-0.09044972290680064,-0.8148429563529817,0.44034647489485634,0.9134467063093757,False,0.0
Prot_0766,0.18257851120804602,1.0617562465256718,0.31972942385529035,0.8950647728786614,False,0.0
Prot_0767,-0.20906618189472326,-1.444700928159504,0.18983501593735239,0.8344225498749906,False,0.0
Prot_0768,0.04803311166894275,0.17997831507963344,0.8621690668836971,0.9841747393206057,False,0.0
Prot_0769,-0.3377436262909441,-1.8806968221997864,0.10128601338830621,0.6978492346792694,False,0.0
Prot_0770,-0.05233316866615567,-0.2297350890435814,0.8255657732552509,0.9763332517611649,False,0.0
Prot_0771,0.045375596844944965,0.25403005594914724,0.80609619109806,0.9732206498191738,False,0.0
Prot_0772,0.15280552218607824,0.584363175712525,0.5752879493942813,0.9425610066834662,False,0.0
Prot_0773,-0.06485001877382501,-0.40396754076205504,0.6985702380216533,0.9583597202604212,False,0.0
Prot_0774,0.1669061193435013,0.8090042524913512,0.4458018945088549,0.9150553999458889,False,0.0
Prot_0775,-0.20467078878787248,-0.9716436392478928,0.3601297252595136,0.9048978703688811,False,0.0
Prot_0776,0.05335078731517484,0.2414679693781181,0.8155649284192134,0.9763332517611649,False,0.0
Prot_0777,0.019155734097878963,0.08249848633351259,0.9375000781962703,0.9902959790901853,False,0.0
Prot_0778,0.17363855907412074,0.7012100621503649,0.5069244443796413,0.9367335355944284,False,0.0
